ENSP00000371847.2,ENST00000382410.3,ENSG00000178591.7,DEFB125
ENSP00000363529.3,ENST00000374408.4,ENSG00000125998.8,FAM83C
ENSP00000411024.1,ENST00000457259.5,ENSG00000101019.23,UQCC1
ENSP00000335364.6,ENST00000349714.9,ENSG00000101019.23,UQCC1
ENSP00000352161.2,ENST00000359226.6,ENSG00000101019.23,UQCC1
ENSP00000363505.2,ENST00000374384.6,ENSG00000101019.23,UQCC1
ENSP00000363515.3,ENST00000374394.7,ENSG00000101019.23,UQCC1
ENSP00000363501.2,ENST00000374380.6,ENSG00000101019.23,UQCC1
ENSP00000363506.5,ENST00000374385.10,ENSG00000101019.23,UQCC1
ENSP00000390334.2,ENST00000453855.6,ENSG00000101019.23,UQCC1
ENSP00000399713.1,ENST00000424405.5,ENSG00000101019.23,UQCC1
ENSP00000416246.1,ENST00000443429.5,ENSG00000101019.23,UQCC1
ENSP00000398531.1,ENST00000438533.5,ENSG00000101019.23,UQCC1
ENSP00000380686.1,ENST00000397554.5,ENSG00000101019.23,UQCC1
ENSP00000420584.1,ENST00000491040.5,ENSG00000101019.23,UQCC1
ENSP00000380685.2,ENST00000397553.6,ENSG00000101019.23,UQCC1
ENSP00000363489.3,ENST00000374369.8,ENSG00000125965.10,GDF5
ENSP00000363492.1,ENST00000374372.1,ENSG00000125965.10,GDF5
ENSP00000398747.1,ENST00000446710.5,ENSG00000126001.18,CEP250
ENSP00000516575.1,ENST00000706827.1,ENSG00000126001.18,CEP250
ENSP00000516576.1,ENST00000706828.1,ENSG00000126001.18,CEP250
ENSP00000414651.1,ENST00000420564.5,ENSG00000126001.18,CEP250
ENSP00000516577.1,ENST00000706829.1,ENSG00000126001.18,CEP250
ENSP00000516578.1,ENST00000706830.1,ENSG00000126001.18,CEP250
ENSP00000419137.1,ENST00000461386.5,ENSG00000126001.18,CEP250
ENSP00000380661.1,ENST00000397527.6,ENSG00000126001.18,CEP250
ENSP00000380658.1,ENST00000397524.5,ENSG00000126001.18,CEP250
ENSP00000413827.1,ENST00000425934.5,ENSG00000126001.18,CEP250
ENSP00000400200.1,ENST00000425096.1,ENSG00000126001.18,CEP250
ENSP00000394346.1,ENST00000425525.1,ENSG00000126001.18,CEP250
ENSP00000395992.1,ENST00000422671.1,ENSG00000126001.18,CEP250
ENSP00000482323.1,ENST00000621352.1,ENSG00000126001.18,CEP250
ENSP00000363465.4,ENST00000374345.8,ENSG00000125975.14,C20orf173
ENSP00000246199.2,ENST00000246199.5,ENSG00000125975.14,C20orf173
ENSP00000403566.1,ENST00000444723.3,ENSG00000125975.14,C20orf173
ENSP00000388785.1,ENST00000424444.1,ENSG00000125975.14,C20orf173
ENSP00000349970.4,ENST00000357394.8,ENSG00000125991.22,ERGIC3
ENSP00000341358.2,ENST00000348547.7,ENSG00000125991.22,ERGIC3
ENSP00000389398.1,ENST00000438317.5,ENSG00000125991.22,ERGIC3
ENSP00000399124.1,ENST00000416206.5,ENSG00000125991.22,ERGIC3
ENSP00000414490.1,ENST00000411577.5,ENSG00000125991.22,ERGIC3
ENSP00000402480.1,ENST00000413587.5,ENSG00000125991.22,ERGIC3
ENSP00000408840.1,ENST00000442139.5,ENSG00000125991.22,ERGIC3
ENSP00000416402.1,ENST00000451605.1,ENSG00000125991.22,ERGIC3
ENSP00000505928.1,ENST00000679710.1,ENSG00000061656.12,SPAG4
ENSP00000363391.3,ENST00000374273.8,ENSG00000061656.12,SPAG4
ENSP00000396670.1,ENST00000454819.1,ENSG00000061656.12,SPAG4
ENSP00000399231.1,ENST00000430878.1,ENSG00000061656.12,SPAG4
ENSP00000336945.4,ENST00000352393.8,ENSG00000214078.14,CPNE1
ENSP00000396069.1,ENST00000415920.5,ENSG00000214078.14,CPNE1
ENSP00000317257.5,ENST00000317677.9,ENSG00000214078.14,CPNE1
ENSP00000380585.1,ENST00000397443.7,ENSG00000214078.14,CPNE1
ENSP00000380584.1,ENST00000397442.5,ENSG00000214078.14,CPNE1
ENSP00000386067.2,ENST00000401607.6,ENSG00000214078.14,CPNE1
ENSP00000415597.1,ENST00000437340.5,ENSG00000214078.14,CPNE1
ENSP00000390626.1,ENST00000430570.5,ENSG00000214078.14,CPNE1
ENSP00000416962.1,ENST00000412056.5,ENSG00000214078.14,CPNE1
ENSP00000404355.1,ENST00000414664.5,ENSG00000214078.14,CPNE1
ENSP00000389662.1,ENST00000416778.5,ENSG00000214078.14,CPNE1
ENSP00000387434.1,ENST00000439806.6,ENSG00000214078.14,CPNE1
ENSP00000409305.1,ENST00000439669.5,ENSG00000214078.14,CPNE1
ENSP00000401915.1,ENST00000420363.5,ENSG00000214078.14,CPNE1
ENSP00000409794.1,ENST00000434795.5,ENSG00000214078.14,CPNE1
ENSP00000397638.1,ENST00000440240.5,ENSG00000214078.14,CPNE1
ENSP00000390141.1,ENST00000458038.5,ENSG00000214078.14,CPNE1
ENSP00000391483.1,ENST00000437100.5,ENSG00000214078.14,CPNE1
ENSP00000409955.1,ENST00000414711.5,ENSG00000214078.14,CPNE1
ENSP00000412806.1,ENST00000435747.2,ENSG00000214078.14,CPNE1
ENSP00000411232.1,ENST00000441563.5,ENSG00000272897.5,ENSG00000272897
ENSP00000395201.1,ENST00000454607.5,ENSG00000272897.5,ENSG00000272897
ENSP00000443983.2,ENST00000541176.2,ENSG00000272897.5,ENSG00000272897
ENSP00000363228.3,ENST00000374114.8,ENSG00000244462.9,RBM12
ENSP00000352668.1,ENST00000359646.1,ENSG00000244462.9,RBM12
ENSP00000363217.3,ENST00000374104.7,ENSG00000244462.9,RBM12
ENSP00000411036.1,ENST00000424458.5,ENSG00000244462.9,RBM12
ENSP00000392642.1,ENST00000431148.1,ENSG00000244462.9,RBM12
ENSP00000411692.1,ENST00000435161.1,ENSG00000244462.9,RBM12
ENSP00000363205.3,ENST00000374092.9,ENSG00000244005.14,NFS1
ENSP00000363198.1,ENST00000374085.5,ENSG00000244005.14,NFS1
ENSP00000380570.1,ENST00000397425.5,ENSG00000244005.14,NFS1
ENSP00000392871.1,ENST00000440385.5,ENSG00000244005.14,NFS1
ENSP00000440897.1,ENST00000541387.5,ENSG00000244005.14,NFS1
ENSP00000393669.1,ENST00000413203.5,ENSG00000244005.14,NFS1
ENSP00000397572.1,ENST00000456462.5,ENSG00000244005.14,NFS1
ENSP00000393482.1,ENST00000419569.5,ENSG00000244005.14,NFS1
ENSP00000304740.3,ENST00000306750.3,ENSG00000244005.14,NFS1
ENSP00000363191.1,ENST00000374078.5,ENSG00000125995.17,ROMO1
ENSP00000363190.3,ENST00000374077.8,ENSG00000125995.17,ROMO1
ENSP00000363185.1,ENST00000374072.5,ENSG00000125995.17,ROMO1
ENSP00000380561.1,ENST00000397416.1,ENSG00000125995.17,ROMO1
ENSP00000338293.4,ENST00000336695.4,ENSG00000125995.17,ROMO1
ENSP00000253363.6,ENST00000253363.11,ENSG00000131051.25,RBM39
ENSP00000499479.1,ENST00000656873.1,ENSG00000131051.25,RBM39
ENSP00000354437.6,ENST00000361162.10,ENSG00000131051.25,RBM39
ENSP00000344581.6,ENST00000338163.10,ENSG00000131051.25,RBM39
ENSP00000385977.2,ENST00000403542.6,ENSG00000131051.25,RBM39
ENSP00000436747.2,ENST00000528062.7,ENSG00000131051.25,RBM39
ENSP00000483837.1,ENST00000476806.5,ENSG00000131051.25,RBM39
ENSP00000394602.1,ENST00000444878.5,ENSG00000131051.25,RBM39
ENSP00000395124.1,ENST00000429968.5,ENSG00000131051.25,RBM39
ENSP00000394824.1,ENST00000448303.5,ENSG00000131051.25,RBM39
ENSP00000489196.1,ENST00000615771.5,ENSG00000131051.25,RBM39
ENSP00000489005.1,ENST00000490484.7,ENSG00000131051.25,RBM39
ENSP00000363150.3,ENST00000374038.7,ENSG00000131051.25,RBM39
ENSP00000397917.1,ENST00000412738.5,ENSG00000131051.25,RBM39
ENSP00000393493.1,ENST00000434927.5,ENSG00000131051.25,RBM39
ENSP00000389459.1,ENST00000425184.5,ENSG00000131051.25,RBM39
ENSP00000395563.1,ENST00000455343.5,ENSG00000131051.25,RBM39
ENSP00000406900.1,ENST00000416108.5,ENSG00000131051.25,RBM39
ENSP00000405916.1,ENST00000426951.5,ENSG00000131051.25,RBM39
ENSP00000390303.1,ENST00000449489.5,ENSG00000131051.25,RBM39
ENSP00000407466.1,ENST00000433027.5,ENSG00000131051.25,RBM39
ENSP00000397443.1,ENST00000453310.5,ENSG00000131051.25,RBM39
ENSP00000407150.1,ENST00000416529.5,ENSG00000131051.25,RBM39
ENSP00000380527.3,ENST00000397370.3,ENSG00000131051.25,RBM39
ENSP00000363124.3,ENST00000374012.8,ENSG00000025293.18,PHF20
ENSP00000404455.1,ENST00000452270.5,ENSG00000025293.18,PHF20
ENSP00000341900.6,ENST00000339089.10,ENSG00000025293.18,PHF20
ENSP00000363112.4,ENST00000374000.8,ENSG00000025293.18,PHF20
ENSP00000391915.1,ENST00000449988.1,ENSG00000025293.18,PHF20
ENSP00000413712.1,ENST00000420233.1,ENSG00000025293.18,PHF20
ENSP00000481289.1,ENST00000615116.1,ENSG00000171222.12,SCAND1
ENSP00000301995.2,ENST00000305978.7,ENSG00000171222.12,SCAND1
ENSP00000363103.3,ENST00000373991.3,ENSG00000171222.12,SCAND1
ENSP00000479333.1,ENST00000622112.4,ENSG00000149646.12,CNBD2
ENSP00000478833.1,ENST00000614708.1,ENSG00000149646.12,CNBD2
ENSP00000363084.3,ENST00000373973.7,ENSG00000149646.12,CNBD2
ENSP00000340954.1,ENST00000349339.5,ENSG00000149646.12,CNBD2
ENSP00000480804.1,ENST00000489667.1,ENSG00000149646.12,CNBD2
ENSP00000476014.1,ENST00000463258.6,ENSG00000149646.12,CNBD2
ENSP00000442729.1,ENST00000538900.1,ENSG00000149646.12,CNBD2
ENSP00000202028.5,ENST00000202028.9,ENSG00000088367.24,EPB41L1
ENSP00000393106.1,ENST00000432589.5,ENSG00000088367.24,EPB41L1
ENSP00000385244.2,ENST00000406771.6,ENSG00000088367.24,EPB41L1
ENSP00000404341.1,ENST00000430276.5,ENSG00000088367.24,EPB41L1
ENSP00000363061.2,ENST00000373950.6,ENSG00000088367.24,EPB41L1
ENSP00000363057.4,ENST00000373946.7,ENSG00000088367.24,EPB41L1
ENSP00000399214.1,ENST00000441639.5,ENSG00000088367.24,EPB41L1
ENSP00000487049.2,ENST00000628415.2,ENSG00000088367.24,EPB41L1
ENSP00000413262.1,ENST00000452261.5,ENSG00000088367.24,EPB41L1
ENSP00000396366.1,ENST00000447825.5,ENSG00000088367.24,EPB41L1
ENSP00000408877.1,ENST00000427533.2,ENSG00000088367.24,EPB41L1
ENSP00000337168.2,ENST00000338074.7,ENSG00000088367.24,EPB41L1
ENSP00000489867.2,ENST00000636016.2,ENSG00000088367.24,EPB41L1
ENSP00000363056.1,ENST00000373945.5,ENSG00000088367.24,EPB41L1
ENSP00000363052.1,ENST00000373941.5,ENSG00000088367.24,EPB41L1
ENSP00000406464.1,ENST00000451082.5,ENSG00000088367.24,EPB41L1
ENSP00000388281.1,ENST00000454226.5,ENSG00000088367.24,EPB41L1
ENSP00000390262.1,ENST00000432603.1,ENSG00000088367.24,EPB41L1
ENSP00000505405.1,ENST00000680639.1,ENSG00000131043.14,AAR2
ENSP00000380455.3,ENST00000397286.7,ENSG00000131043.14,AAR2
ENSP00000505137.1,ENST00000680412.1,ENSG00000131043.14,AAR2
ENSP00000505952.1,ENST00000679519.1,ENSG00000131043.14,AAR2
ENSP00000506354.1,ENST00000679667.1,ENSG00000131043.14,AAR2
ENSP00000505061.1,ENST00000680933.1,ENSG00000131043.14,AAR2
ENSP00000505295.1,ENST00000680247.1,ENSG00000131043.14,AAR2
ENSP00000313674.4,ENST00000320849.9,ENSG00000131043.14,AAR2
ENSP00000506185.1,ENST00000680811.1,ENSG00000131043.14,AAR2
ENSP00000363043.3,ENST00000373932.3,ENSG00000131043.14,AAR2
ENSP00000363023.3,ENST00000373913.7,ENSG00000080845.20,DLGAP4
ENSP00000341633.5,ENST00000339266.10,ENSG00000080845.20,DLGAP4
ENSP00000363014.2,ENST00000373907.6,ENSG00000080845.20,DLGAP4
ENSP00000477723.1,ENST00000475894.5,ENSG00000080845.20,DLGAP4
ENSP00000480166.1,ENST00000482872.5,ENSG00000080845.20,DLGAP4
ENSP00000484696.1,ENST00000495241.5,ENSG00000080845.20,DLGAP4
ENSP00000345700.4,ENST00000340491.8,ENSG00000080845.20,DLGAP4
ENSP00000419311.1,ENST00000489701.5,ENSG00000080845.20,DLGAP4
ENSP00000217313.2,ENST00000346786.2,ENSG00000101335.11,MYL9
ENSP00000279022.2,ENST00000279022.7,ENSG00000101335.11,MYL9
ENSP00000362981.2,ENST00000373874.6,ENSG00000118707.12,TGIF2
ENSP00000362979.3,ENST00000373872.9,ENSG00000118707.12,TGIF2
ENSP00000498657.1,ENST00000650844.1,ENSG00000118707.12,TGIF2
ENSP00000452878.1,ENST00000558028.5,ENSG00000118707.12,TGIF2
ENSP00000481787.1,ENST00000611732.4,ENSG00000118707.12,TGIF2
ENSP00000453773.1,ENST00000560025.1,ENSG00000118707.12,TGIF2
ENSP00000475729.1,ENST00000561398.1,ENSG00000118707.12,TGIF2
ENSP00000476174.1,ENST00000557885.1,ENSG00000118707.12,TGIF2
ENSP00000475479.1,ENST00000558465.1,ENSG00000118707.12,TGIF2
ENSP00000454021.1,ENST00000558530.1,ENSG00000259399.1,TGIF2-RAB5IF
ENSP00000340164.3,ENST00000344795.8,ENSG00000101084.20,RAB5IF
ENSP00000435871.1,ENST00000492721.5,ENSG00000101084.20,RAB5IF
ENSP00000432510.1,ENST00000483815.5,ENSG00000101084.20,RAB5IF
ENSP00000362958.5,ENST00000373852.9,ENSG00000101084.20,RAB5IF
ENSP00000341213.3,ENST00000342422.3,ENSG00000101084.20,RAB5IF
ENSP00000262866.4,ENST00000262866.9,ENSG00000101082.15,SLA2
ENSP00000353890.2,ENST00000360672.2,ENSG00000101082.15,SLA2
ENSP00000362909.2,ENST00000373803.6,ENSG00000101079.22,NDRG3
ENSP00000352703.2,ENST00000359675.6,ENSG00000101079.22,NDRG3
ENSP00000345292.1,ENST00000349004.6,ENSG00000101079.22,NDRG3
ENSP00000362878.3,ENST00000373773.7,ENSG00000101079.22,NDRG3
ENSP00000416636.1,ENST00000422536.2,ENSG00000101079.22,NDRG3
ENSP00000389810.1,ENST00000426836.5,ENSG00000149636.17,DSN1
ENSP00000362845.3,ENST00000373740.7,ENSG00000149636.17,DSN1
ENSP00000404463.1,ENST00000448110.6,ENSG00000149636.17,DSN1
ENSP00000362855.4,ENST00000373750.9,ENSG00000149636.17,DSN1
ENSP00000362839.4,ENST00000373734.8,ENSG00000149636.17,DSN1
ENSP00000395760.1,ENST00000438549.5,ENSG00000149636.17,DSN1
ENSP00000399654.1,ENST00000447406.1,ENSG00000149636.17,DSN1
ENSP00000237536.4,ENST00000237536.9,ENSG00000149639.16,MTCL2
ENSP00000279034.5,ENST00000279034.10,ENSG00000149639.16,MTCL2
ENSP00000433939.1,ENST00000465671.1,ENSG00000149639.16,MTCL2
ENSP00000473323.1,ENST00000602922.5,ENSG00000101342.11,TLDC2
ENSP00000217320.3,ENST00000217320.8,ENSG00000101342.11,TLDC2
ENSP00000394804.1,ENST00000436941.1,ENSG00000101342.11,TLDC2
ENSP00000493536.2,ENST00000646673.2,ENSG00000101347.12,SAMHD1
ENSP00000494520.1,ENST00000645033.1,ENSG00000101347.12,SAMHD1
ENSP00000507178.1,ENST00000682773.1,ENSG00000101347.12,SAMHD1
ENSP00000494823.1,ENST00000646904.1,ENSG00000101347.12,SAMHD1
ENSP00000493810.2,ENST00000644250.2,ENSG00000101347.12,SAMHD1
ENSP00000494979.1,ENST00000642246.1,ENSG00000101347.12,SAMHD1
ENSP00000506877.1,ENST00000683766.1,ENSG00000101347.12,SAMHD1
ENSP00000494313.1,ENST00000647163.1,ENSG00000101347.12,SAMHD1
ENSP00000262878.5,ENST00000262878.5,ENSG00000101347.12,SAMHD1
ENSP00000495667.1,ENST00000646869.1,ENSG00000101347.12,SAMHD1
ENSP00000494436.1,ENST00000642186.1,ENSG00000101347.12,SAMHD1
ENSP00000493928.1,ENST00000643918.1,ENSG00000101347.12,SAMHD1
ENSP00000494354.2,ENST00000644114.2,ENSG00000101347.12,SAMHD1
ENSP00000495432.1,ENST00000646066.1,ENSG00000101347.12,SAMHD1
ENSP00000508219.1,ENST00000683720.1,ENSG00000101347.12,SAMHD1
ENSP00000496075.1,ENST00000465985.2,ENSG00000101347.12,SAMHD1
ENSP00000495448.1,ENST00000643825.1,ENSG00000101347.12,SAMHD1
ENSP00000495381.2,ENST00000645444.2,ENSG00000101347.12,SAMHD1
ENSP00000494271.1,ENST00000642616.1,ENSG00000101347.12,SAMHD1
ENSP00000496474.1,ENST00000643078.1,ENSG00000101347.12,SAMHD1
ENSP00000495737.1,ENST00000646866.1,ENSG00000101347.12,SAMHD1
ENSP00000495645.1,ENST00000646121.1,ENSG00000101347.12,SAMHD1
ENSP00000362768.3,ENST00000373664.8,ENSG00000080839.13,RBL1
ENSP00000343646.3,ENST00000344359.7,ENSG00000080839.13,RBL1
ENSP00000434711.1,ENST00000525052.1,ENSG00000080839.13,RBL1
ENSP00000437240.1,ENST00000527999.1,ENSG00000080839.13,RBL1
ENSP00000400468.2,ENST00000422138.2,ENSG00000101353.16,MROH8
ENSP00000513568.1,ENST00000343811.10,ENSG00000101353.16,MROH8
ENSP00000513569.1,ENST00000400440.7,ENSG00000101353.16,MROH8
ENSP00000513570.1,ENST00000421643.2,ENSG00000101353.16,MROH8
ENSP00000399137.1,ENST00000456102.5,ENSG00000118705.19,RPN2
ENSP00000516126.1,ENST00000705448.1,ENSG00000118705.19,RPN2
ENSP00000362724.5,ENST00000373622.9,ENSG00000118705.19,RPN2
ENSP00000362735.4,ENST00000373632.8,ENSG00000118705.19,RPN2
ENSP00000237530.6,ENST00000237530.11,ENSG00000118705.19,RPN2
ENSP00000409580.1,ENST00000437329.5,ENSG00000118705.19,RPN2
ENSP00000399404.1,ENST00000456400.1,ENSG00000118705.19,RPN2
ENSP00000362716.2,ENST00000373614.7,ENSG00000118702.12,GHRH
ENSP00000237527.4,ENST00000237527.8,ENSG00000118702.12,GHRH
ENSP00000380337.1,ENST00000397150.5,ENSG00000101363.14,MANBAL
ENSP00000362708.3,ENST00000373606.8,ENSG00000101363.14,MANBAL
ENSP00000380339.3,ENST00000397152.7,ENSG00000101363.14,MANBAL
ENSP00000362707.3,ENST00000373605.7,ENSG00000101363.14,MANBAL
ENSP00000380338.1,ENST00000397151.1,ENSG00000101363.14,MANBAL
ENSP00000508666.1,ENST00000692112.1,ENSG00000197122.14,SRC
ENSP00000510370.1,ENST00000693012.1,ENSG00000197122.14,SRC
ENSP00000509325.1,ENST00000692423.1,ENSG00000197122.14,SRC
ENSP00000362680.2,ENST00000373578.7,ENSG00000197122.14,SRC
ENSP00000362668.2,ENST00000373567.6,ENSG00000197122.14,SRC
ENSP00000362659.2,ENST00000373558.2,ENSG00000197122.14,SRC
ENSP00000350941.5,ENST00000358208.9,ENSG00000197122.14,SRC
ENSP00000380326.1,ENST00000397137.5,ENSG00000166619.16,BLCAP
ENSP00000362637.2,ENST00000373537.7,ENSG00000166619.16,BLCAP
ENSP00000397172.2,ENST00000414542.6,ENSG00000166619.16,BLCAP
ENSP00000380324.1,ENST00000397135.1,ENSG00000166619.16,BLCAP
ENSP00000380323.1,ENST00000397134.1,ENSG00000166619.16,BLCAP
ENSP00000380320.1,ENST00000397131.1,ENSG00000166619.16,BLCAP
ENSP00000414973.1,ENST00000432507.1,ENSG00000166619.16,BLCAP
ENSP00000405953.1,ENST00000445723.5,ENSG00000166619.16,BLCAP
ENSP00000391768.1,ENST00000414080.1,ENSG00000166619.16,BLCAP
ENSP00000389735.1,ENST00000456058.1,ENSG00000166619.16,BLCAP
ENSP00000335497.2,ENST00000346199.3,ENSG00000053438.11,NNAT
ENSP00000496909.1,ENST00000647955.1,ENSG00000053438.11,NNAT
ENSP00000497857.1,ENST00000649309.2,ENSG00000053438.11,NNAT
ENSP00000497164.1,ENST00000649451.1,ENSG00000053438.11,NNAT
ENSP00000497147.1,ENST00000649697.1,ENSG00000053438.11,NNAT
ENSP00000355050.6,ENST00000361383.11,ENSG00000132792.22,CTNNBL1
ENSP00000394464.1,ENST00000447935.3,ENSG00000132792.22,CTNNBL1
ENSP00000487198.1,ENST00000628103.2,ENSG00000132792.22,CTNNBL1
ENSP00000362572.1,ENST00000373473.5,ENSG00000132792.22,CTNNBL1
ENSP00000362568.1,ENST00000373469.1,ENSG00000132792.22,CTNNBL1
ENSP00000362558.4,ENST00000373459.4,ENSG00000132821.13,VSTM2L
ENSP00000362560.4,ENST00000373461.9,ENSG00000132821.13,VSTM2L
ENSP00000406537.1,ENST00000448944.1,ENSG00000132821.13,VSTM2L
ENSP00000362547.2,ENST00000373448.6,ENSG00000101407.14,TTI1
ENSP00000362546.3,ENST00000373447.8,ENSG00000101407.14,TTI1
ENSP00000477545.1,ENST00000620381.1,ENSG00000101407.14,TTI1
ENSP00000436816.1,ENST00000462548.6,ENSG00000101413.13,RPRD1B
ENSP00000362532.4,ENST00000373433.9,ENSG00000101413.13,RPRD1B
ENSP00000433947.1,ENST00000495457.1,ENSG00000101413.13,RPRD1B
ENSP00000416420.2,ENST00000449186.2,ENSG00000101413.13,RPRD1B
ENSP00000484897.1,ENST00000614670.1,ENSG00000101413.13,RPRD1B
ENSP00000478724.1,ENST00000622494.1,ENSG00000101413.13,RPRD1B
ENSP00000355330.2,ENST00000361475.7,ENSG00000198959.13,TGM2
ENSP00000362502.3,ENST00000373403.7,ENSG00000198959.13,TGM2
ENSP00000387642.1,ENST00000453095.1,ENSG00000198959.13,TGM2
ENSP00000279024.4,ENST00000279024.9,ENSG00000149633.13,KIAA1755
ENSP00000393503.1,ENST00000435901.1,ENSG00000149633.13,KIAA1755
ENSP00000483264.1,ENST00000496900.2,ENSG00000149633.13,KIAA1755
ENSP00000480536.1,ENST00000611812.1,ENSG00000149633.13,KIAA1755
ENSP00000494528.2,ENST00000642449.2,ENSG00000101425.16,BPI
ENSP00000409833.2,ENST00000417318.3,ENSG00000101425.16,BPI
ENSP00000486976.1,ENST00000489102.2,ENSG00000101425.16,BPI
ENSP00000217407.2,ENST00000217407.3,ENSG00000129988.7,LBP
ENSP00000380235.3,ENST00000397042.7,ENSG00000170471.16,RALGAPB
ENSP00000262879.6,ENST00000262879.11,ENSG00000170471.16,RALGAPB
ENSP00000380233.1,ENST00000397040.5,ENSG00000170471.16,RALGAPB
ENSP00000416646.1,ENST00000438490.2,ENSG00000170471.16,RALGAPB
ENSP00000487816.1,ENST00000632792.1,ENSG00000170471.16,RALGAPB
ENSP00000362445.3,ENST00000373348.4,ENSG00000182035.13,ADIG
ENSP00000416834.2,ENST00000416116.2,ENSG00000182035.13,ADIG
ENSP00000434385.1,ENST00000470147.5,ENSG00000182035.13,ADIG
ENSP00000440331.2,ENST00000537425.3,ENSG00000182035.13,ADIG
ENSP00000362442.5,ENST00000373345.9,ENSG00000124143.12,ARHGAP40
ENSP00000243967.4,ENST00000243967.8,ENSG00000124143.12,ARHGAP40
ENSP00000414822.1,ENST00000414158.1,ENSG00000124143.12,ARHGAP40
ENSP00000217420.1,ENST00000217420.2,ENSG00000101438.4,SLC32A1
ENSP00000243903.4,ENST00000243903.6,ENSG00000101442.11,ACTR5
ENSP00000299824.1,ENST00000299824.6,ENSG00000101445.11,PPP1R16B
ENSP00000362428.1,ENST00000373331.2,ENSG00000101445.11,PPP1R16B
ENSP00000481110.1,ENST00000619304.4,ENSG00000101447.15,FAM83D
ENSP00000481465.1,ENST00000619850.2,ENSG00000101447.15,FAM83D
ENSP00000362422.2,ENST00000373325.6,ENSG00000101452.16,DHX35
ENSP00000362420.3,ENST00000373323.8,ENSG00000101452.16,DHX35
ENSP00000252011.3,ENST00000252011.8,ENSG00000101452.16,DHX35
ENSP00000498405.1,ENST00000652169.1,ENSG00000101452.16,DHX35
ENSP00000432603.1,ENST00000484417.5,ENSG00000101452.16,DHX35
ENSP00000397997.1,ENST00000449559.1,ENSG00000101452.16,DHX35
ENSP00000362410.2,ENST00000373313.3,ENSG00000204103.4,MAFB
ENSP00000354522.2,ENST00000361337.3,ENSG00000198900.7,TOP1
ENSP00000505788.1,ENST00000681113.1,ENSG00000198900.7,TOP1
ENSP00000504935.1,ENST00000680945.1,ENSG00000198900.7,TOP1
ENSP00000244007.3,ENST00000244007.7,ENSG00000124181.16,PLCG1
ENSP00000362368.1,ENST00000373271.5,ENSG00000124181.16,PLCG1
ENSP00000508698.1,ENST00000685551.1,ENSG00000124181.16,PLCG1
ENSP00000485760.1,ENST00000612731.2,ENSG00000124181.16,PLCG1
ENSP00000468958.1,ENST00000599785.5,ENSG00000124181.16,PLCG1
ENSP00000476432.1,ENST00000608885.5,ENSG00000124181.16,PLCG1
ENSP00000476757.1,ENST00000609257.5,ENSG00000124181.16,PLCG1
ENSP00000476454.1,ENST00000607954.1,ENSG00000124181.16,PLCG1
ENSP00000405421.1,ENST00000421422.1,ENSG00000174306.23,ZHX3
ENSP00000312222.4,ENST00000309060.7,ENSG00000174306.23,ZHX3
ENSP00000506788.1,ENST00000683867.1,ENSG00000174306.23,ZHX3
ENSP00000453647.2,ENST00000560364.5,ENSG00000174306.23,ZHX3
ENSP00000452965.1,ENST00000559234.5,ENSG00000174306.23,ZHX3
ENSP00000443783.2,ENST00000544979.6,ENSG00000174306.23,ZHX3
ENSP00000453310.1,ENST00000559436.2,ENSG00000174306.23,ZHX3
ENSP00000454208.2,ENST00000558993.1,ENSG00000174306.23,ZHX3
ENSP00000454006.1,ENST00000560361.5,ENSG00000174306.23,ZHX3
ENSP00000415498.3,ENST00000432768.6,ENSG00000174306.23,ZHX3
ENSP00000362358.1,ENST00000373261.5,ENSG00000174306.23,ZHX3
ENSP00000403048.1,ENST00000436440.6,ENSG00000174306.23,ZHX3
ENSP00000401852.2,ENST00000436099.6,ENSG00000174306.23,ZHX3
ENSP00000400441.2,ENST00000419740.6,ENSG00000174306.23,ZHX3
ENSP00000362354.3,ENST00000373257.8,ENSG00000132793.13,LPIN3
ENSP00000487971.1,ENST00000632009.1,ENSG00000132793.13,LPIN3
ENSP00000398092.1,ENST00000445975.1,ENSG00000132793.13,LPIN3
ENSP00000332806.3,ENST00000332312.4,ENSG00000183798.5,EMILIN3
ENSP00000362330.3,ENST00000373233.8,ENSG00000124177.17,CHD6
ENSP00000404637.1,ENST00000440697.5,ENSG00000124177.17,CHD6
ENSP00000362319.3,ENST00000373222.3,ENSG00000124177.17,CHD6
ENSP00000392503.1,ENST00000440647.1,ENSG00000124177.17,CHD6
ENSP00000348408.2,ENST00000356100.6,ENSG00000196090.14,PTPRT
ENSP00000362280.1,ENST00000373184.5,ENSG00000196090.14,PTPRT
ENSP00000362286.1,ENST00000373190.5,ENSG00000196090.14,PTPRT
ENSP00000362294.4,ENST00000373198.8,ENSG00000196090.14,PTPRT
ENSP00000362297.1,ENST00000373201.5,ENSG00000196090.14,PTPRT
ENSP00000362283.1,ENST00000373187.6,ENSG00000196090.14,PTPRT
ENSP00000362289.4,ENST00000373193.7,ENSG00000196090.14,PTPRT
ENSP00000484248.1,ENST00000617474.1,ENSG00000196090.14,PTPRT
ENSP00000499517.1,ENST00000668808.1,ENSG00000124193.17,SRSF6
ENSP00000499492.1,ENST00000670741.1,ENSG00000124193.17,SRSF6
ENSP00000499666.1,ENST00000662078.1,ENSG00000124193.17,SRSF6
ENSP00000244020.3,ENST00000244020.5,ENSG00000124193.17,SRSF6
ENSP00000433544.1,ENST00000483871.6,ENSG00000124193.17,SRSF6
